id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,target
1,0.777029213916627,-0.268638194452339,0.00659072472197086,2.9413899576732,1.73801252441591,1.67262357860819,1.07322418109581,-1.22508134596049,2.70090031456323,3.66170423948873,6.56769463952127,2.09858537474997,-0.547649167230308,0.523153534982006,0.786377630655665,0.104577331426252,1.90358036916048,-0.377439944003769,-0.315179723084583,-0.164133612298807,-18.7597267301104
2,1.20390555522121,0.536987784350156,0.476182928160668,0.982110747991231,1.73782984151358,1.64013409773094,0.302357593504333,1.78292087204539,1.44237101070615,0.00219755506617281,0.144265578733762,0.997497673136403,0.856467125132507,0.696693636059335,0.628657519388633,1.07510947671146,2.2342904379197,-0.388819665042799,0.644218595820441,0.724307290312079,8.08222327064137
3,0.751503226321842,-0.0364271205292329,0.404269380960953,0.143162280015756,1.73787204840771,1.68005762111115,1.07164643300744,1.26359347558614,1.15388970659875,0.232469476807956,3.31589250657615,1.51154061539191,1.18504729916353,0.269776365261476,0.701282193548243,1.04100828705694,1.84763472064731,1.16307389192726,1.25985202824662,0.548362808906769,2.96131497604383
4,0.669597729955663,0.685746154719256,0.328120962366183,1.35311941771755,1.7379223651648,1.68388837446862,-0.632105677419201,0.140970622200366,1.54958403961062,2.13688414809079,4.15301423081311,2.04359609590963,0.706471682110891,0.925189085613694,0.656511339905288,0.524939426098629,1.87867636064576,2.75504548109202,1.6648019072852,0.453176681343461,-0.710178023912626
5,0.731188254547029,-0.272476053083902,0.375570257029463,2.34303758454511,1.73787118169264,1.66855034662811,1.74739394758748,0.788426791941604,2.09450502228251,0.598814707467743,-0.912721948184606,0.446172653882648,-1.05105406259347,0.931456029334781,0.949737442419419,0.641303349628189,1.95889657484608,-2.14630936224674,1.79341781380482,1.10792063918789,5.3280687185816
6,0.794837048112183,-0.493549254701732,0.468509489569498,-0.548570630434321,1.73796296859696,1.67249312104997,1.74914816253636,2.06326234013747,1.2206823440754,2.59905252721237,0.849809125973742,1.56511889334201,-0.426920680383305,0.880341628341057,0.959973213350326,1.17817847751157,1.35750954337586,1.57784488871464,-0.0509111665186406,0.23451614062767,-0.174897641473261
7,0.798098739814827,0.430821047870207,0.540318181609381,-1.91861265998984,1.73796847487997,1.67517014277324,-0.412226135499548,1.76507291443459,0.308645751653943,2.48994518984477,4.3741148497413,-0.0891350067578911,1.70367073547032,0.688244076166829,0.631342264282166,0.462537421768898,4.20156516818063,-0.294302375607072,1.83007771609038,0.372450515507665,-8.26438721599388
8,0.970012940614869,0.122837488724529,0.291251075954554,-0.660846064030205,1.73790429817319,1.65267478387203,0.863132470055359,0.510999346684541,0.882369943738596,1.77425023579461,-1.67676013812555,-0.781932928137056,-1.94800255501825,0.543291356412301,0.769855280105429,1.07356238861349,0.81728042307179,-0.364971126240875,0.493617247287826,0.785726085571828,-3.916233993381
9,0.882490506173709,-0.0539256674560002,0.598233218526399,1.45272763658063,1.73799569504452,1.67581038723726,1.0970310311363,3.37949880007737,1.81491801725422,2.95265277142494,3.75028905334418,1.35494629554632,3.54832970685768,0.47221116037682,0.842726273088857,0.656920735345807,2.11531793209743,-0.443680098666472,2.00027880315499,-0.319856739348564,-0.50583408438616
10,1.06519057391041,-0.325007631176486,0.109331712732752,-0.647491604534021,1.7378941299921,1.64787340133585,2.05029104469083,-0.704007113684116,0.808342550790258,1.40822890197538,-0.00317091961722915,1.47790555341337,-1.0996151943894,0.289860440754537,0.664384031913951,0.54960231773756,2.00426999882544,1.03168130935479,1.46301421914894,0.101115840414624,-12.5027305423378
11,0.729710490959631,-0.38653902599062,0.0787642852380387,2.4652811129206,1.73798543270879,1.67172880132764,1.9708243611874,-0.83077221091615,2.0142016417996,2.27819168098087,2.5259455158607,-0.181790342792318,0.142276716167239,0.626586447244312,0.878162836702744,0.389497609410083,3.48733823628549,0.69356856147531,1.95497668208391,0.657175736474522,-10.4055843516604
12,1.11507610722859,0.357529610776364,0.26639691262744,1.12636707352865,1.7378955075335,1.6428578957429,0.251687231948672,0.0178476016968017,1.98959236674894,2.02302389875945,-2.28836815233022,2.20843819778667,0.912254259542613,0.275216800781457,0.754499061412071,0.581031766482743,2.56075267640498,1.26464295013284,0.732610022173831,0.3964087509559,-3.15996486986052
